"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Itga9",0.688939467525728,-0.00516548072680889,0.67,0.662,1
"Ak3",0.689231442927017,0.0668520877775566,0.716,0.734,1
"Eif5b",0.689332769388465,0.0379707411402994,0.991,0.986,1
"Cox18",0.689424200425573,-0.0163486824652507,0.797,0.819,1
"Dlg5",0.689462962143875,0.0802755964688925,0.604,0.624,1
"Smim12",0.6895702868527,0.0405787785668399,0.84,0.847,1
"Fgf11",0.689909868228231,0.0604372482141282,0.144,0.137,1
"Hipk1",0.690046008587442,0.0126559385207732,0.667,0.702,1
"Faap100",0.690359861493533,0.0798836709181353,0.472,0.475,1
"Slc35a5",0.69039124749839,0.0393704198750282,0.305,0.298,1
"Asrgl1",0.690647165083226,0.114571607286133,0.526,0.521,1
"Ccdc124",0.690659524185665,0.0182663504949501,0.993,0.99,1
"Gm14662",0.690729228552146,-0.161651607620749,0.063,0.068,1
"Zfp3",0.690746993780813,-0.0066769476444084,0.108,0.115,1
"Tbck",0.690750529552481,0.0890820351610222,0.34,0.338,1
"Wdr62",0.690800926661711,-0.0156100724144159,0.176,0.185,1
"9330160F10Rik",0.690859069307553,-0.0948078579230738,0.078,0.083,1
"6430573F11Rik",0.691231960604246,0.0522167414091599,0.079,0.074,1
"Frs2",0.691282846154611,0.0161781052360783,0.469,0.487,1
"Ctnnal1",0.691602025412341,-0.0213877310198496,0.332,0.34,1
"Mon2",0.691712893378363,0.0568631062655251,0.609,0.608,1
"1010001B22Rik",0.691853633468421,0.0901845916081809,0.05,0.046,1
"Patl1",0.692015146180487,-0.00667694764440863,0.352,0.366,1
"A830010M20Rik",0.692084858777682,-0.0197331004698547,0.131,0.139,1
"Capn10",0.692137746404943,0.0171697943099594,0.5,0.521,1
"Sesn1",0.692948791038144,0.0939792658004212,0.41,0.408,1
"Fam111a",0.693044758787216,-0.0776057016183251,0.383,0.388,1
"Trim7",0.69306112264021,0.0665720343862302,0.065,0.06,1
"Mapk7",0.693089707218512,-0.00461742546611416,0.693,0.686,1
"Copz1",0.693680758117248,0.025359513622079,0.995,0.996,1
"Pou6f1",0.693907536429082,-0.0302637679620241,0.293,0.302,1
"Rlf",0.694006129246234,0.032851416542229,0.588,0.594,1
"5730422E09Rik",0.694148000666408,-0.169406447682517,0.044,0.048,1
"Pim2",0.694190973815702,0.130826576105527,0.135,0.129,1
"Afmid",0.694348115494752,0.0964165453196948,0.038,0.034,1
"Slc30a9",0.694444276202657,0.00214690274259777,0.774,0.813,1
"Gm20632",0.694833528564131,0.0807858936059316,0.067,0.062,1
"2610021A01Rik",0.695129603759144,-0.0521199184055754,0.213,0.223,1
"Lgr5",0.695286157692607,0.103906218420661,0.208,0.201,1
"Adck5",0.695313428965053,0.0686883146902366,0.484,0.479,1
"Nat8l",0.695430371891582,-0.0125060264466061,0.358,0.368,1
"Txn1",0.695564775086523,0.0531032569297096,1,1,1
"Spata2",0.696222055111739,0.06253754708688,0.467,0.455,1
"Ranbp6",0.69628343553847,-0.0655706366979767,0.241,0.25,1
"Khnyn",0.696391522350125,0.101126341890107,0.211,0.205,1
"Wipi2",0.696870588349392,0.0952026663748051,0.77,0.781,1
"Cdkn2aip",0.696959557221519,0.0984494215222906,0.412,0.412,1
"Enpp4",0.697056877285854,0.105651752458468,0.381,0.382,1
"Pabpc4",0.69709456830094,0.0332026508813683,0.909,0.905,1
"Zc3h10",0.697186959099039,-0.00936603517204859,0.289,0.3,1
"Recql5",0.697525044112645,0.0809985706964451,0.239,0.231,1
"Foxj2",0.697648133184535,0.0696739384857064,0.176,0.169,1
"Guf1",0.697666610512808,-0.0521449003541798,0.566,0.571,1
"Il17rc",0.697744073264881,0.0918868868391809,0.067,0.062,1
"Prrg1",0.697760512387652,-0.101439870888404,0.274,0.28,1
"Ptp4a2",0.697825252963238,-0.0197421186571942,0.999,1,1
"Gm340",0.697885574366941,-0.16279614956169,0.069,0.074,1
"Ubn2",0.697960266112334,0.0547411428247069,0.862,0.881,1
"Nfya",0.698093055430153,0.175749066374395,0.305,0.308,1
"4430402I18Rik",0.698799058635347,0.102257423908755,0.071,0.066,1
"Ar",0.699164434294119,0.260037804677334,0.148,0.143,1
"Gpatch11",0.699245064787657,0.0180175796086204,0.597,0.632,1
"Rbm20",0.699491135705038,-0.130149287109011,0.28,0.258,1
"Gm26881",0.699578167421092,0.0396167046295264,0.171,0.163,1
"Abcc10",0.699684319496225,0.0757852125475647,0.164,0.157,1
"Kras",0.699707928323485,0.0321443863683677,0.969,0.97,1
"Snx25",0.700058783650779,0.0886480113789015,0.371,0.37,1
"Phf10",0.700075813661197,0.0355196160097991,0.759,0.789,1
"Taf2",0.7000932491723,0.0406287671339484,0.557,0.598,1
"Csrnp3",0.700251101335144,-0.0342627793163082,0.255,0.262,1
"Zyx",0.700343603489207,0.0169594166228297,0.686,0.708,1
"Nkrf",0.701032312675532,0.0114419095459912,0.321,0.332,1
"Sec16a",0.701496559365773,0.00290910118478982,0.445,0.465,1
"Derl1",0.701505091738084,0.0413484172337886,0.94,0.948,1
"Zfp446",0.701829494935235,-0.0287032539744074,0.118,0.125,1
"Ppp1r13l",0.702015992082202,-0.0510710670028622,0.078,0.083,1
"Gsta2",0.70229714231209,0.0911703757537357,0.04,0.036,1
"Fam3c",0.702405170192889,0.0241040593033703,0.846,0.847,1
"Anks1",0.702464651789025,0.00603410410514504,0.195,0.205,1
"Znfx1",0.702538554538252,0.0250319120829299,0.214,0.205,1
"Fmr1",0.702836020190538,0.00781246219070075,0.889,0.922,1
"Vps9d1",0.70296270186186,-0.0688214691402802,0.373,0.38,1
"Spg7",0.703527506969214,0.0319735215017765,0.827,0.825,1
"Fgfbp3",0.703572627867672,-0.0938615180787843,0.172,0.179,1
"Gm26518",0.703838487693322,0.0864324567470733,0.117,0.111,1
"Dusp28",0.704598105727441,0.155241614665725,0.172,0.167,1
"Hist2h3c2",0.704936354716495,-0.231743503279182,0.049,0.054,1
"Ppp4r4",0.705065597917028,-0.114592286811296,0.067,0.072,1
"Coa5",0.705554730964672,0.0272703842789291,0.765,0.809,1
"Cep162",0.705763132339875,0.0484997595077132,0.28,0.272,1
"Arl8b",0.705899036114745,-0.003977798043453,0.909,0.918,1
"Foxo3",0.706552836999429,0.042351388282956,0.379,0.37,1
"4932422M17Rik",0.706612119708788,0.0964165453196948,0.018,0.016,1
"2700046G09Rik",0.706924914324952,0.151085415089327,0.148,0.143,1
"Kcnd3os",0.707016820902294,-0.00667694764440885,0.179,0.189,1
"Atg5",0.707050513503599,0.0520151866961555,0.797,0.809,1
"Kcnh7",0.707721087471057,-0.913567543252927,0.005,0.006,1
"Gm48784",0.707721087471057,-0.913567543252927,0.005,0.006,1
"Setd5",0.707884158190103,0.0331010220794334,0.947,0.942,1
"Nup93",0.708161330059586,0.0196386533127114,0.683,0.708,1
"Slc9a6",0.70849964136082,0.0702246905599229,0.334,0.354,1
"Atp5f1",0.708515577663417,-0.0044497066912248,1,1,1
"Natd1",0.708692581175182,0.0795968264975837,0.511,0.515,1
"Prox1os",0.709331773483721,-0.176601949086721,0.051,0.056,1
"Eml2",0.709349966180084,0.0928587259065061,0.029,0.026,1
"Tubgcp2",0.709498431478504,0.0603125716344468,0.617,0.632,1
"Klc3",0.709611198459863,-0.591639448365564,0.005,0.006,1
"Bri3bp",0.70961791422259,-0.00867283688257636,0.985,0.978,1
"Cers5",0.709693978294928,0.0467073766189688,0.828,0.827,1
"Mecr",0.709987185380825,0.0805985427789824,0.68,0.706,1
"Vav2",0.710491221850563,0.00317083831193887,0.24,0.252,1
"Tbc1d8",0.710949509337637,0.0491762870891093,0.247,0.239,1
"Sssca1",0.711421222321274,0.0414616976108124,0.964,0.968,1
"Slc31a1",0.71152133585168,-0.0189860891632745,0.9,0.917,1
"Slc10a7",0.711797404893828,0.0334402957050194,0.453,0.453,1
"C030034L19Rik",0.71191262807279,0.00051855375979537,0.298,0.284,1
"Hist1h1c",0.711920788092989,0.0123390791580797,0.715,0.746,1
"Lcp2",0.712108800073421,0.0604372482141287,0.042,0.038,1
"Tsga10",0.712223754566126,-0.142560375726181,0.145,0.151,1
"Dzip1l",0.712404022755605,-0.0626151192382658,0.234,0.243,1
"Cdc37l1",0.712847247176315,0.00271155647023169,0.811,0.823,1
"Rbm5",0.712940260444662,0.0306348591876477,0.925,0.948,1
"Tceanc",0.712945826791528,0.108800269775528,0.08,0.076,1
"Tmub2",0.713052885664517,0.0149805439745452,0.658,0.644,1
"1110019D14Rik",0.713307786798403,-0.069686745170209,0.137,0.143,1
"Zfp46",0.713309148071753,-0.0724313931281229,0.313,0.318,1
"Slc25a20",0.71393289889561,0.0234945805872792,0.484,0.501,1
"Pcdhb15",0.7139348851483,0.0384109418841296,0.042,0.038,1
"Spred1",0.714143847740172,0.0169725086755137,0.956,0.96,1
"9130011E15Rik",0.714162369041606,-0.0875969430279762,0.1,0.105,1
"Map6d1",0.714215283315309,0.076739060543229,0.058,0.054,1
"Neurl4",0.714394428998976,0.0889881616508293,0.433,0.437,1
"Pam",0.714540239916805,-0.0195491653588912,0.679,0.64,1
"Vsig10",0.715001673950197,0.0658916783062367,0.154,0.147,1
"3110045C21Rik",0.715136328933889,-0.243716144945258,0.036,0.04,1
"Cep120",0.715400639957237,0.0110250540890504,0.308,0.298,1
"Arpp19",0.715655890424711,0.0249128827490157,0.998,1,1
"Ccdc157",0.715677411586046,-0.108556561663622,0.15,0.157,1
"Zfp69",0.715740208278963,0.0692719055888902,0.077,0.072,1
"Ptprd",0.716062350768044,0.0447751417160014,0.691,0.71,1
"Zfp286",0.716094601616199,-0.0319142391434313,0.27,0.28,1
"Cyb5r1",0.716369883663717,0.0454237009141075,0.416,0.416,1
"Ammecr1l",0.716448086734862,0.0231038911013485,0.769,0.815,1
"Srd5a3",0.717124475004362,0.0590083655873647,0.641,0.672,1
"Cmtr1",0.717350099900294,-0.120333729439976,0.078,0.083,1
"Osgin2",0.717368873545394,-0.0147142667098268,0.356,0.366,1
"Dclre1a",0.717427071357803,-0.00250127167321512,0.206,0.197,1
"Nkx6-2",0.717462610337359,0.730288646521799,0.005,0.004,1
"Ccdc32",0.718027898779891,0.0285493063393386,0.59,0.626,1
"Ogfr",0.718068478054066,-0.0188335577122543,0.968,0.978,1
"Fbxo10",0.718082043024966,-0.0502662161920915,0.195,0.203,1
"Mrpl45",0.718487711078581,-0.0351209256585587,0.929,0.944,1
"Cog4",0.718786076904415,-0.00734316563864834,0.738,0.765,1
"Ndufaf1",0.718944655842035,0.0273937284452838,0.661,0.698,1
"Dlgap4",0.719071711910264,0.0430760875526912,0.947,0.94,1
"Scn3a",0.719089928525105,-0.00667694764440796,0.005,0.004,1
"Gm45184",0.719090784046078,0.495823392884775,0.005,0.004,1
"6330418K02Rik",0.719646033343776,0.0998708310718779,0.315,0.31,1
"Ica1",0.719698870425064,0.107882816618448,0.209,0.203,1
"Lrrn1",0.719780887604826,0.125246623139496,0.825,0.857,1
"Amdhd2",0.719789585045308,0.00994797751874488,0.719,0.767,1
"Mtf1",0.719791962368186,-0.00770049862092785,0.579,0.602,1
"Angel2",0.720029838552789,-0.0132872457652349,0.787,0.813,1
"Nr2c2ap",0.720240826404589,0.0246099274728265,0.665,0.71,1
"Mtor",0.720427261547776,0.00314848221166483,0.547,0.559,1
"Megf9",0.721553841066955,0.0571952355219766,0.372,0.364,1
"Gm17300",0.721709749720235,0.0864324567470733,0.02,0.018,1
"Rnf214",0.721847637055383,-0.0285975659013307,0.544,0.547,1
"Rybp",0.721868383347792,0.0677297407804847,0.412,0.41,1
"4930402H24Rik",0.722153718827345,0.212364264192402,0.498,0.521,1
"Zfp597",0.723125142401914,-0.0658120717317408,0.146,0.153,1
"AC165953.2",0.723145229689037,0.0178327467797192,0.327,0.338,1
"Cd2ap",0.723219631543529,-0.0160451301786037,0.788,0.817,1
"Oxsm",0.723734263787268,-0.130059363149691,0.102,0.107,1
"Tmem86b",0.723828723567727,0.0713255643568647,0.062,0.058,1
"Nyap1",0.724156301076079,-0.119571004050342,0.055,0.06,1
"Dcaf11",0.724231911482975,0.086950573125739,0.489,0.493,1
"Calr4",0.724346852602714,-0.139943478507873,0.059,0.064,1
"Stx1b",0.724404175441979,0.0833198448797372,0.245,0.239,1
"Oxnad1",0.724622754163785,0.0692094701779275,0.53,0.533,1
"Zfp111",0.724905437592435,0.122799576784034,0.141,0.135,1
"Eepd1",0.725168846565478,-0.0596258275933672,0.173,0.181,1
"Dyrk1a",0.725573243690604,0.0701159599924787,0.696,0.724,1
"Prox1",0.725602222383024,-0.0865473285466918,0.291,0.296,1
"Fam149b",0.725606093641262,0.0151411625612825,0.625,0.652,1
"Actr3b",0.725718306010441,0.134937657774527,0.362,0.366,1
"3100002H09Rik",0.725722579099824,-0.0255359748957242,0.127,0.133,1
"Kdm3b",0.725968450203327,0.0819310645121321,0.459,0.461,1
"Akna",0.726289247896596,-0.0913741122196896,0.131,0.137,1
"Lmbrd2",0.72643640980276,0.029255592965849,0.431,0.453,1
"Zfp97",0.726586927645349,-0.168428017641021,0.038,0.042,1
"Gm10602",0.726959351167239,-0.0290447606728628,0.118,0.111,1
"A530017D24Rik",0.727016197472476,0.00173529217179169,0.108,0.101,1
"Ppp1r15b",0.727139557097578,-0.0248781654564418,0.561,0.571,1
"Dnaaf5",0.727210950348818,-0.0259315047243538,0.284,0.294,1
"Spast",0.727479734632515,0.05250964467702,0.782,0.797,1
"Scml4",0.727675556024565,0.136535382472805,0.284,0.284,1
"1700113A16Rik",0.72778807260451,-0.0176480654654116,0.154,0.161,1
"B3gat1",0.727943467631398,0.00600616736742632,0.238,0.247,1
"Ctf1",0.727944169737675,-0.201179971807387,0.063,0.068,1
"Ccdc65",0.728041359104781,0.0807858936059311,0.033,0.03,1
"Kazald1",0.728313220264453,0.0688740853627681,0.064,0.06,1
"Mamld1",0.728545799345878,0.0494251895176345,0.381,0.394,1
"Gm7334",0.728588246078757,-0.0452446039038956,0.229,0.237,1
"Rabl2",0.728698031647152,-0.017169321462051,0.298,0.31,1
"Zfp944",0.728857542218426,-0.0489877525023728,0.285,0.292,1
"Dusp7",0.729585037201275,0.137712961690766,0.526,0.545,1
"AI606181",0.729702033988048,-0.0857485186356066,0.131,0.137,1
"Slc2a6",0.730128134441018,-0.0778679955013613,0.149,0.155,1
"Fam45a",0.731239239963781,0.0590608495971927,0.44,0.433,1
"Akt1s1",0.731387046244926,-0.0133902917308437,0.91,0.926,1
"Cnst",0.731753494219574,-0.0510710670028618,0.184,0.191,1
"Ebf1",0.732007368931433,0.127760273057743,0.639,0.638,1
"4732419C18Rik",0.732057402195816,-0.161005094035702,0.04,0.044,1
"Mppe1",0.732057402195816,-0.161005094035702,0.04,0.044,1
"Zfp628",0.732175269848917,-0.00896875915239792,0.338,0.346,1
"Relt",0.732246378746377,-0.0619064683648007,0.121,0.127,1
"Gm15651",0.732603946293579,0.0665720343862302,0.066,0.062,1
"Pcyox1",0.73276132372968,0.0324016886195374,0.664,0.694,1
"Dennd6b",0.732844634510986,0.0184140333184217,0.105,0.111,1
"Selenbp1",0.733078396304508,0.0157488154168265,0.422,0.429,1
"Kit",0.733169900623226,-0.151066856979583,0.075,0.08,1
"Zbtb8os",0.733521706816597,0.0228002534324254,0.961,0.964,1
"Baiap2",0.733580217998152,-0.0118852386471697,0.738,0.736,1
"Npl",0.733630587324272,0.102878138144807,0.237,0.25,1
"Zfp40",0.733724821373888,0.00680628171921382,0.13,0.123,1
"Fndc4",0.733757611814543,0.0328075556304405,0.772,0.785,1
"Cnot1",0.733902913740036,-0.0133304338763476,0.898,0.913,1
"Ptpn13",0.734207085974173,-0.061124731666785,0.47,0.477,1
"Lsm6",0.734340902076944,-0.0040186664244235,1,1,1
"E130006D01Rik",0.734528579476293,0.102257423908755,0.035,0.032,1
"Kdm5a",0.734700649827792,0.00452589666573955,0.832,0.863,1
"Pcnx4",0.735640551063111,0.00934044969296005,0.549,0.579,1
"Mospd2",0.736008838100912,0.0428282372945202,0.435,0.427,1
"Gm17259",0.736013231626215,-0.108697884584917,0.144,0.149,1
"1700011H14Rik",0.736103317517772,0.104354364744335,0.051,0.048,1
"2900089D17Rik",0.736217355457541,0.0757852125475642,0.035,0.032,1
"Ptpn18",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Rfx8",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Tuba4a",0.736345540174651,-1.00667694764441,0.001,0.002,1
"A030005L19Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Col6a3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Tmem81",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Teddm2",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gata3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Cercam",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gpr21",0.736345540174651,-1.00667694764441,0.001,0.002,1
"P2rx3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Ism1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Snhg11",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Ppp1r16b",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Col20a1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Cyp7b1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Egfem1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm17690",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Fam46c",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Runx1t1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm30191",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm29609",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Nsun7",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Tbx3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gsx1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm10010",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm28523",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm42372",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gmfg",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Spint2",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm10605",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm20655",0.736345540174651,-1.00667694764441,0.001,0.002,1
"4933406P04Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Tspan8",0.736345540174651,-1.00667694764441,0.001,0.002,1
"4932443I19Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"B3gnt9",0.736345540174651,-1.00667694764441,0.001,0.002,1
"A330074K22Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm2237",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Grik4",0.736345540174651,-1.00667694764441,0.001,0.002,1
"C030014I23Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"4930550C14Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Pstpip1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Rasl12",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gck",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Kcnmb1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Cryba1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Hsf5",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Aoc2",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Abca9",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Kcnj2",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Fads6",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Trim65",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Sfrp4",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Hist1h3i",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Zfp273",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Spata9",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Cmya5",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Plekhg3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Nrxn3",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Serpina3n",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Cyp46a1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm36899",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Mapk15",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Lrrc24",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Arhgap8",0.736345540174651,-1.00667694764441,0.001,0.002,1
"4932438H23Rik",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Gm26694",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Zfp955a",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Ptcra",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Pcdhga5",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Pcdhga9",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Apcdd1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Kcng2",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Unc93b1",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Tmem151a",0.736345540174651,-1.00667694764441,0.001,0.002,1
"Dffa",0.736769157197623,0.124567585633844,0.188,0.183,1
"Rsf1",0.736779181936012,0.0266908347565273,0.935,0.958,1
"Trps1",0.736784425367198,0.0247115951720289,0.88,0.903,1
"Slc6a13",0.736844363632675,-0.591639448365565,0.001,0.002,1
"Wwp1",0.737072427279135,0.00799962898803547,0.573,0.59,1
"Rsrc2",0.737101384626148,-0.0175384644350109,0.978,0.982,1
"Gm2115",0.737270613616997,0.0623646967852425,0.068,0.064,1
"Sh2d1a",0.737343235604821,0.21571547369204,0.001,0.002,1
"Prrc2c",0.737414075549774,-0.0304994570813548,0.997,1,1
"St7l",0.737546806205614,0.0379000807527545,0.59,0.614,1
"Swi5",0.737672236089835,-0.0063821548159364,1,1,1
"Gla",0.737992908620393,0.0555178139629358,0.363,0.36,1
"Rbm4b",0.738056151427031,-0.000232410857155418,0.765,0.799,1
"Ccdc59",0.738655675967237,0.028984435171443,0.962,0.968,1
"Dpm2",0.739048261384185,-0.00171752357564636,0.937,0.942,1
"Cdc40",0.739268644808769,-0.00667694764440863,0.631,0.638,1
"Ankrd50",0.73951398992644,0.0950937302898145,0.439,0.443,1
"Tcaf1",0.739815887837448,0.0454422895423803,0.888,0.917,1
"Tpmt",0.740073641501069,0.00594671450537554,0.844,0.857,1
"Vkorc1",0.740082257754646,0.0126412295553707,0.763,0.781,1
"Plk3",0.740428690239984,0.00351881946148014,0.162,0.169,1
"Stxbp4",0.740546809527835,-0.00938115657278671,0.478,0.491,1
"Smurf1",0.740661768091174,0.072645505016997,0.374,0.368,1
"Nfatc2ip",0.741022577986068,-0.0489686693608471,0.229,0.235,1
"Rims4",0.74107526879068,0.0154168232062086,0.183,0.191,1
"Ssr3",0.741090539088484,0.00487882431415709,1,0.998,1
"Parp3",0.741184229635389,0.0761641212932458,0.232,0.227,1
"Spata33",0.741345971395607,-0.114592286811296,0.067,0.072,1
"Ccdc103",0.741416310583248,-0.157543613271036,0.081,0.085,1
"Mras",0.741419313985867,0.107429538042113,0.345,0.366,1
"Ndufa9",0.741445575307302,0.0275571168727158,0.99,0.998,1
"Snw1",0.741667824420126,0.00614039074865769,0.992,0.992,1
"Usp16",0.741710058065587,0.07637879208315,0.724,0.755,1
"Fam83e",0.741860271790621,-0.14803279688995,0.044,0.048,1
"Bud31",0.742030187315729,0.0226294218676251,0.988,0.992,1
"Galnt7",0.742381287855747,0.0375699654447588,0.733,0.746,1
"Klhl18",0.742420550262375,0.0032045638695557,0.175,0.183,1
"Agbl5",0.742578670775685,-0.0832982292473208,0.102,0.107,1
"Gm4876",0.742712342939152,0.0150181234549103,0.084,0.08,1
"Hs3st2",0.742951480128497,0.050894583038734,0.142,0.135,1
"Tmf1",0.743128091744617,0.0572861110875567,0.772,0.795,1
"Sord",0.743195852145702,-0.0239798060544473,0.673,0.672,1
"Usb1",0.743503446327434,-0.0296685902706375,0.377,0.386,1
"Slc39a14",0.743591549676712,0.0946063881927732,0.204,0.199,1
"BC002059",0.743789014145278,-0.0315516162834379,0.142,0.149,1
"Anp32a",0.743949875509136,0.00862501085942613,1,1,1
"Csgalnact2",0.74408188029605,-0.0270255930362109,0.207,0.215,1
"Hccs",0.744156436151498,0.0598101803375683,0.612,0.634,1
"Hsdl1",0.74431136611738,-0.0324223604809644,0.374,0.38,1
"Supt4a",0.744629473885778,0.01883713979587,0.991,0.992,1
"Tmem51",0.744715974598048,-0.0904453053370062,0.101,0.095,1
"Fbxl3",0.744932982381293,0.0784772894347858,0.594,0.604,1
"Rnf185",0.745083911643925,-0.0709754411387814,0.373,0.374,1
"Ccpg1os",0.746209402880852,0.101036869655845,0.405,0.398,1
"Slc16a10",0.746271950179338,-0.142332047001974,0.046,0.05,1
"Glb1l2",0.746271950179338,-0.142332047001974,0.046,0.05,1
"Elmod2",0.746486516502709,-0.0338343620775581,0.241,0.249,1
"Rapgef1",0.746882879170154,0.0646494995010429,0.482,0.515,1
"Map2k4",0.747093837105123,0.0573644141645053,0.592,0.606,1
"Rpgrip1l",0.747427280877916,0.00152020532221142,0.199,0.207,1
"Eaf1",0.747433168571953,-0.0147142667098268,0.365,0.35,1
"Actr2",0.747556130146404,0.00998574045877731,0.846,0.861,1
"Aup1",0.748212250070768,0.0229656134537128,0.867,0.889,1
"Gins4",0.748560985262475,0.036428196283073,0.825,0.853,1
"Mtx2",0.748564769821208,0.0260462386371145,0.957,0.972,1
"Spsb1",0.748733952885123,0.0205445210906157,0.07,0.066,1
"Arid1a",0.749626275346774,0.0218976456150117,0.951,0.956,1
"Tti1",0.749740977943755,0.0640575638928254,0.326,0.32,1
"Tanc2",0.749849378415423,0.0990324935267066,0.276,0.274,1
"Nhsl2",0.750021611192701,-0.0546984625073521,0.168,0.173,1
"Dyx1c1",0.750064141540478,-0.187249193286229,0.029,0.032,1
"Bach1",0.750203932276009,-0.0517648371729466,0.381,0.382,1
"Cdk2ap2",0.750342821851626,-0.0298719012970297,0.871,0.885,1
"Rcan2",0.750372030821828,-0.20976881302192,0.056,0.06,1
"Lman1",0.750926052657506,-0.017845325623536,0.987,0.988,1
"Usp38",0.751184812701841,0.113682491155274,0.443,0.453,1
"Elovl2",0.751714858916692,-0.0066769476444084,0.193,0.187,1
"Draxin",0.751823847121507,-0.215076096901357,0.086,0.089,1
"Nbeal2",0.752037052484575,0.0425665713754406,0.094,0.089,1
"Mtpn",0.752360945109761,0.0315979236306543,0.996,0.998,1
"Dlc1",0.752543662794767,-0.04230085737513,0.122,0.127,1
"Zfp456",0.752878335774419,-0.19309007187529,0.056,0.06,1
"Brf1",0.753117992155328,0.0809985706964448,0.552,0.569,1
"Lhfpl4",0.754301082194541,0.0822097732119919,0.427,0.429,1
"Smpd2",0.754388701513351,0.0462906265417494,0.815,0.849,1
"Osgepl1",0.754390433350423,-0.0526893454012447,0.346,0.35,1
"Ppp1r21",0.754598468411705,0.0261129874732611,0.358,0.374,1
"Vash2",0.754861378412222,0.0495671629952112,0.18,0.189,1
"Ddt",0.755275207869574,-0.0139108562526062,0.954,0.966,1
"Unc79",0.755464441399789,-0.132207829728267,0.284,0.288,1
"Zdhhc2",0.755865798673157,0.0227395403323262,0.555,0.547,1
"Gramd4",0.755929818747423,-0.0066769476444084,0.197,0.205,1
"Enho",0.756224861429992,-0.0656514350537363,0.798,0.783,1
"Anxa4",0.756672325819144,0.0184140333184217,0.102,0.097,1
